274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,
162.02,142.08,168.42,193.77,158.59,183.76,155.75,164.85,148.9,167.65,164.02,158.65,161.45,164.15,161.85,165.91,164.47,164.13,162.44,166.53,170.18,159.71,162.07,161.98,Pep122,ErbB4-pY1150-18mer,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
152.47,140.72,160.36,195.63,166.46,182.38,163.75,179.14,141.99,161.32,167.64,165.26,164.17,162.22,163.56,163.67,164.92,163.48,163.05,160.09,161.15,157.22,153.53,161.7,Pep122,ErbB4-pY1150-18mer,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
161,236.8,168.13,226.1,165.82,211.54,170.67,192.15,160.65,171.48,163.86,168.54,164.03,162.31,165.94,156.6,163.43,162.99,166.11,161.79,166.51,157.1,158.1,168.87,Pep122,ErbB4-pY1150-18mer,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,
239.73,164.14,220.24,166.29,206.13,155.95,196.05,169.77,189.49,173.08,170.5,167.11,173.14,162.09,170.38,164.69,167,168.23,158.27,162.45,163.39,155.51,162.72,150.18,Pep122,ErbB4-pY1150-18mer,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,
164.62,169.27,172.27,169.76,174.13,173.1,169.97,166.18,170.29,168.14,166.77,159.18,162.43,168.66,170.46,165.08,161.51,168.24,166.54,169.89,168.17,158.8,158.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.11,136.82,139.61,140.47,144.85,144.31,146.44,136.45,140.08,144.11,132.28,141.03,145.62,146.69,148.11,146.56,135.18,135.45,136.67,149.16,157.24,154.47,149.62,152.04,Pep126,ErbB4-pY1221-18mer,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,
139.28,127.18,135.4,120.8,133.73,143.84,145.51,132.58,133.19,128.38,136.78,149.43,134.74,131.17,139.55,130.42,136.53,137.64,131.89,134.59,143.04,144.42,137.11,150.01,Pep126,ErbB4-pY1221-18mer,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,
144.62,135.7,125.4,144.44,128.21,128.19,136.59,136.42,125.61,130.19,120.72,135.44,130.06,122.06,122.15,137.87,135.28,132.71,132.9,129.69,142.58,133.82,133.88,138.63,Pep126,ErbB4-pY1221-18mer,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,
134.37,142.99,146.71,142.06,134.83,131.35,129.52,132.58,138.71,136.45,126.07,127.38,124.96,131.96,135.81,124.41,124.8,135.1,136.8,136.52,128.86,142.8,128.43,134.56,Pep126,ErbB4-pY1221-18mer,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,
134.3,142.63,128.09,140.71,134.98,133.54,139.86,141.62,138.33,137.28,133.62,132.13,131.5,135.18,127.62,127.64,133.97,132.91,128.98,129.43,136.87,129.72,136.2,140.56,Pep126,ErbB4-pY1221-18mer,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,
145.75,134.77,125.87,135.63,124.81,128.68,135.06,138.93,133.77,132.42,129.62,138.4,133.73,131.75,134.89,131.96,128.01,135.52,132.69,135.65,133.03,132.62,138.73,130.05,Pep126,ErbB4-pY1221-18mer,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,
145.27,135.68,128.39,125.77,128.89,127.39,135.99,122.68,124.06,139.98,137.22,137.29,129.37,124.52,129.49,126.16,136.29,127.44,126.72,135.32,139.28,133.05,132.8,135.93,Pep126,ErbB4-pY1221-18mer,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,
140.71,141.4,134.05,131.04,128.67,122.35,131.1,128.44,134.2,128.32,128.46,135.96,131.24,130.46,121.81,129.87,124.66,127.37,133.61,125.77,133.22,132.8,129.29,120.1,Pep126,ErbB4-pY1221-18mer,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,
117.98,118.09,130.65,126.41,128.66,122.86,129.91,132.15,133.24,137.19,132.48,125.05,132.03,142.29,131.62,129.12,136.95,131.01,135.76,130.4,128.78,126.24,127.8,131.78,Pep126,ErbB4-pY1221-18mer,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,
125.27,139.17,128.21,135.21,134.3,132.85,142.49,135.71,125.32,135.15,127.91,135.35,136.8,139.75,135.65,134.55,125.12,133.72,123.66,130.5,128.64,132.84,130.7,124.52,Pep126,ErbB4-pY1221-18mer,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,
141.37,138.32,131.85,128.71,131.07,127.08,124.86,134.68,129.71,125.4,134.43,134.09,131.78,133.73,123.46,142.82,135.13,129.86,151.3,131.97,139.87,133.11,136.81,137.91,Pep126,ErbB4-pY1221-18mer,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,
149.7,139.01,125.17,125.6,131.49,130.69,137.03,134.96,138.13,128.57,134.15,129.74,127.28,125.73,132.55,124.8,139.5,131.31,129.68,124.02,133.39,131.12,129.83,121.46,Pep126,ErbB4-pY1221-18mer,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,
124.99,122.31,139.01,126.35,130.06,129.79,133.12,132.84,132.58,127.39,135.61,134.47,135.82,129.06,129.98,128.99,128.19,135.8,131.21,129.94,139.35,133.99,132.68,130.82,Pep126,ErbB4-pY1221-18mer,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
123.79,125.9,132.7,128.5,141.36,133.78,128.12,133.11,128.57,125.47,131.18,130.15,132.68,132.14,133.71,125.34,136.1,127.21,131.99,130.57,133.64,134.13,128.73,125.6,Pep126,ErbB4-pY1221-18mer,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
131,142.64,142.95,138.82,139.7,132.72,135.3,150.68,141.29,143.96,130.94,138.64,132.35,142.32,137.8,138.18,135.95,134.97,129.23,129.59,146.9,133.05,136.22,148.2,Pep126,ErbB4-pY1221-18mer,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,
141.21,147.68,146.05,138.58,141.49,138.53,152.15,142.24,136.75,136.08,145.91,135.78,151.07,140.64,149.09,152.48,146.81,155.22,144.66,143.78,142.4,146.56,146.35,136.82,Pep126,ErbB4-pY1221-18mer,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,
142.99,146.71,142.06,134.83,131.35,129.52,132.58,138.71,136.45,126.07,127.38,124.96,131.96,135.81,124.41,124.8,135.1,136.8,136.52,128.86,142.8,128.43,134.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.58,149.25,158.61,145.48,154.48,142.2,145.24,138.3,150.11,159.1,147.46,150.45,156,150.69,148.73,147.53,151.81,156.24,146.09,146.2,142.67,145.44,145.19,153.35,Pep127,ErbB4-pY1242-18mer,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,
136.78,157.09,143.01,150.74,148.74,147.92,153.42,156.32,151.53,150.8,150.52,138.24,150.96,146.5,146.74,153.44,150.57,149.75,153.01,152.92,150.22,155.67,148.51,146.6,Pep127,ErbB4-pY1242-18mer,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,
149.75,134.61,151.8,152.94,154,148.18,151.3,147.52,145.8,149.45,144.88,149.99,148.39,144.08,154.63,153.58,155.05,153.02,149.87,148.85,152.72,149.91,147.63,142.12,Pep127,ErbB4-pY1242-18mer,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,
147.08,151.65,158.1,149.56,159.59,159.73,163.93,156.18,155.17,149.64,153.6,157.89,153.85,152.17,153.67,156.32,153.26,147.04,150.86,149.82,154.95,155.56,151.32,149.97,Pep127,ErbB4-pY1242-18mer,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,
147.66,162.61,151.09,156.11,146.78,137.17,134.31,130.74,150.03,143.92,145.13,145.29,148.89,157.12,150.88,144.89,155.39,145.73,150.42,143.98,151.43,145.97,154.92,151.13,Pep127,ErbB4-pY1242-18mer,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,
150.63,159.56,156.98,157.29,148.65,153.94,151.22,148.31,151.75,153.31,154.78,162.68,153.76,152.69,154.11,154.77,153.08,157.43,158.47,157.74,156.76,149.59,154.68,148.51,Pep127,ErbB4-pY1242-18mer,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,
150.18,141.29,160.43,153.85,148.67,150.5,149.81,145.87,154.96,149.36,155.59,149.33,148.18,149.79,154.73,152.31,149.42,149.9,150.3,147.65,148.61,144.44,149.67,153.87,Pep127,ErbB4-pY1242-18mer,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,
139.16,160.34,153.02,151.12,141.96,143.39,152.49,150.66,152.17,149.12,152.69,156.44,156.14,153.33,152.87,147.29,151.92,151.51,149.97,146.49,155.37,144.28,151.3,148.06,Pep127,ErbB4-pY1242-18mer,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,
135.95,151.49,130.88,137.53,144.57,155.21,151.42,141.76,154.84,148.34,149.34,134.82,154.78,148.48,154.34,148.71,151.79,148.11,148.39,150.3,152.75,145.42,147.07,147.07,Pep127,ErbB4-pY1242-18mer,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,
149.31,145.74,134.78,139.71,151.74,156.7,157.58,149.88,149.47,151.56,152.74,151.77,153.9,153.24,152.73,151,152.79,151.33,150.99,145.6,144.26,148.59,150.32,146.93,Pep127,ErbB4-pY1242-18mer,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,
152.55,140.51,154.4,149.91,153.21,149.53,157.2,146.73,147.92,152.6,149.09,132.17,149.35,144.53,150.64,152.65,154.79,152.24,136.94,150.01,149.56,149.81,145.52,152.78,Pep127,ErbB4-pY1242-18mer,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,
142.6,153.89,151.55,150.7,143.59,153.67,157.19,154.83,150.31,148,149.27,147.08,148.61,152.88,155.16,151.33,153.89,144.84,152.61,150.84,153.96,148.47,148.65,138.98,Pep127,ErbB4-pY1242-18mer,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,
135.38,134.85,152.61,143.47,152.61,148.27,157.58,150.31,153.82,149.94,152.08,141.74,148.79,148.39,155.33,155,155.98,152.84,154.33,145.45,151.88,151.31,150.64,142.04,Pep127,ErbB4-pY1242-18mer,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
140.44,135.18,155.44,150.92,158.74,145.59,153.06,156.97,134.52,149.85,148.56,154.91,155.4,152.03,154.99,150.03,154.54,152.25,151.43,156.35,146.69,151.45,144.82,147.02,Pep127,ErbB4-pY1242-18mer,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
145.43,148.53,155.06,146.15,143.05,149.49,151.75,140.64,148.54,152.04,148.24,146.13,149.78,140.84,150.56,152,158.53,149.61,156.64,144.72,152.5,145.61,154.72,147.97,Pep127,ErbB4-pY1242-18mer,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,
142.77,135.38,147.16,142.51,144.99,137.86,151.64,142.24,145.18,144.62,159.68,140.93,150.62,154.31,140.82,154.68,151.74,153.36,154.97,148.21,144.62,149.57,149.33,134.47,Pep127,ErbB4-pY1242-18mer,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,
151.65,158.1,149.56,159.59,159.73,163.93,156.18,155.17,149.64,153.6,157.89,153.85,152.17,153.67,156.32,153.26,147.04,150.86,149.82,154.95,155.56,151.32,149.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.03,185.44,182,183.17,174.85,185.78,184.92,181.19,179.43,180.51,183.42,179.35,179.31,187.52,187.89,176.23,190.67,184.23,180.39,180.06,188.1,189.3,189.92,205.13,Pep129,ErbB4-pY1266-18mer,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,
185.74,161.38,178.37,183.84,176.75,174.63,185.21,179.5,175.83,177.35,176.77,179.11,178.36,175.84,182.81,176.16,180.06,174.72,181.17,177.6,182.44,179.02,180.17,181.79,Pep129,ErbB4-pY1266-18mer,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,
178.56,167.46,176.96,173.79,170.21,168.16,179.96,175.64,173.58,175.85,173.1,176.14,168.99,171.04,169.95,175.47,172.31,190.61,179.72,173.48,177.8,175.98,177.33,183.78,Pep129,ErbB4-pY1266-18mer,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,
185.59,169.48,178.11,173.61,168.39,175.71,178.17,173.69,179.78,172.54,176.53,176.96,177.49,175.17,175.57,172.61,169.84,175.18,180.57,180.34,177.72,174.41,174.1,168.92,Pep129,ErbB4-pY1266-18mer,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,
178.15,176.07,174.67,175.8,162.11,173.54,175.68,171.35,177.28,181.12,181.34,169.17,174.61,171.43,175.46,171.15,181.86,174.59,178.79,177.42,181.74,178.28,174.98,176.47,Pep129,ErbB4-pY1266-18mer,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,
183.01,176.42,171.28,171.44,168.69,169.19,177.18,168.08,179.24,179.74,174.02,179.33,173.42,170.66,172.23,178.42,177.67,176.16,173.4,172.48,172.01,178.56,178.22,172.3,Pep129,ErbB4-pY1266-18mer,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,
167.32,170.06,168.08,170.1,172.44,169.79,183.35,176.53,173.76,175.86,176.23,178.01,180.24,175.2,169.89,176.88,180.1,175.8,176.73,168.33,174.15,176.33,181.84,182.76,Pep129,ErbB4-pY1266-18mer,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,
178.23,174.17,169.15,169.11,175.56,172.2,177.56,170.14,174.72,181.43,175.95,178.31,174.06,181.56,177.21,173.9,178.3,177.76,176.98,169.48,175.4,175.8,184.91,175.15,Pep129,ErbB4-pY1266-18mer,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,
175.58,167.73,166.11,172.27,171.48,166.54,176.26,171.51,171.63,170.78,176.89,171.18,177.29,173.48,173.25,170.71,181.81,170.24,173.35,172.72,182.08,170.07,175.07,186.5,Pep129,ErbB4-pY1266-18mer,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,
169.44,168.13,163.17,173.79,173.04,172.25,178.34,176.68,177.61,177.99,175.9,169.04,178,172.3,181.22,177.41,175.5,172.13,173.94,175.29,169.96,179.58,174.8,174.31,Pep129,ErbB4-pY1266-18mer,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,
171.77,170.7,178.17,176.71,167.23,171.11,171.13,171.74,169.2,171.83,174.22,177.41,182.25,171.95,178.44,172.29,180.99,173.2,172.37,169.79,180.93,177.58,176.33,187.09,Pep129,ErbB4-pY1266-18mer,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,
177.94,171.55,172.55,170.01,163.61,178.87,178.2,171.25,171.36,180.19,175.7,172.55,175.11,170.81,169.14,175.59,172.32,176.14,171.34,179.33,181.97,177.61,171.84,167.35,Pep129,ErbB4-pY1266-18mer,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,
168.62,163.95,175.21,171.49,164.94,173.45,178.53,170.55,169.62,166.16,168.64,170.3,178.15,175.75,172.98,167.61,175.29,170.4,176.94,174.21,178.07,171.38,178.59,179.27,Pep129,ErbB4-pY1266-18mer,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
166.96,171.01,173.64,173.01,180.15,174.82,170.57,173.61,164.53,173.52,175.62,177.25,179.04,173.8,177.31,177.93,177.2,178.14,174.85,176.31,173.78,177.57,178.67,169.76,Pep129,ErbB4-pY1266-18mer,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
161.71,166.62,181.61,178.72,173.28,169.01,171.37,174.79,168.96,170.02,170.1,173.27,177.65,169.74,175.16,172.77,178,173.14,172.07,171.57,171.73,166.95,181.92,177.88,Pep129,ErbB4-pY1266-18mer,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,
