306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,
208.12,175.03,193.97,158.22,181.52,159.82,169.79,168.65,158.54,159.85,171.96,152.76,162.11,169.04,164.54,153.94,157.89,158.09,158.79,166.62,155.74,152.31,168.65,149.75,Pep122,ErbB4-pY1150-18mer,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,,
169.14,242.35,138.41,240.92,148.68,239.99,137.52,233.91,155.92,230.59,137.75,228.37,161.8,210.52,142.26,198.37,149.38,179.94,140.75,164.91,147.28,162.15,149.04,162.39,Pep122,ErbB4-pY1150-18mer,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,,
169.13,226.34,166.04,201.42,162.79,194.45,167.1,179.36,165.65,172.55,161.13,159.24,155.98,167.68,167.7,169.26,166.99,171.72,161.78,161.32,165.82,160.24,163.38,151.9,Pep122,ErbB4-pY1150-18mer,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,,
137.53,171.9,142.62,170.14,199,162.44,151.64,172.2,147.75,165.03,149,159.5,141.77,157.15,145.24,167.54,143.9,159.99,131.2,157.77,147.88,166.17,151.55,161.6,Pep122,ErbB4-pY1150-18mer,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,,
219.71,181.71,209.09,174.13,197.24,168.73,184.58,175.82,186.57,166.29,177.24,168.26,176.36,161.73,165.15,169.72,178.08,172.32,179.13,173.98,169.65,167.42,176.07,167.39,Pep122,ErbB4-pY1150-18mer,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,,
154.3,193.75,156.33,143.34,164.32,173.88,162.58,174.1,164.79,160.29,159.02,153.79,161.88,160.03,167.55,165.68,166.36,162.35,155.57,169.09,164.83,151.49,163.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.89,154.42,181.45,145.73,174.7,143.95,161.74,148.75,144.81,132.55,144.43,142.75,137.83,136.36,149.18,121.27,144.09,140.84,145.3,148.59,148.11,146.09,135.79,150.2,Pep125,ErbB4-pY1202-18mer,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,,
152.39,150.65,148.11,149.3,152.15,136.06,141.96,138.87,144.25,134.48,143.6,141.56,135.06,150.3,127.61,128.79,136.34,130.87,145.49,144.79,148.35,141.25,135.86,136.49,Pep125,ErbB4-pY1202-18mer,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,,
158.81,213.46,149.53,203.56,144.11,194.95,142.86,177.38,149.25,158.85,142.17,141.56,130.94,142.24,138.43,147.22,140.63,137.79,144.52,142.75,138.89,137.73,138.87,128,Pep125,ErbB4-pY1202-18mer,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,,
144.16,143.13,135.85,140.4,147.3,144.69,136.17,138.26,144.81,131.51,144.86,140.23,132.22,134.52,146.73,136.45,137.83,130.17,133.64,142.36,133.31,144.55,147.66,135.44,Pep125,ErbB4-pY1202-18mer,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,,
151.35,168.62,147.08,171.13,135.49,157,138.12,144.49,133.34,142.54,137.95,140.93,128.34,146.94,133.98,143.95,135.35,139.52,138.46,134.57,141,136.57,138.93,138.12,Pep125,ErbB4-pY1202-18mer,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,,
205.92,173.3,189.1,158.79,193.65,149.66,177.01,143.31,174.65,142.82,152.03,142.01,152.67,145.11,143.21,142.8,141.73,142.8,139.01,141.65,136.48,148.26,136.17,130.32,Pep125,ErbB4-pY1202-18mer,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,,
211.91,183.12,189.12,182.59,171.5,172.15,151.82,164.15,140.11,146.38,128.04,147.27,137.24,148.69,141.6,135.88,138.21,140.73,140.28,133.17,138.95,142.63,130.89,138.89,Pep125,ErbB4-pY1202-18mer,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,,
147.63,186.74,137.99,188.61,147.22,182.81,134.82,172.39,147.85,148.51,142.53,148.29,142.52,145.29,138.91,142.07,139.77,135.87,140.26,143.1,143.17,139.13,137.4,141.15,Pep125,ErbB4-pY1202-18mer,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,,
215.55,144.26,204.66,140.96,193.57,132.43,176.91,134.26,175.9,143.51,163.79,136.4,139.99,143.42,145.66,146.86,147.11,137.11,140.38,139.22,149.16,136.04,143.09,136.74,Pep125,ErbB4-pY1202-18mer,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,,
140.61,127.65,134.4,133.73,155.39,132.44,140.85,131.23,144.64,136.49,140.99,139.32,139.62,133.4,137.3,141.72,132.44,137.24,131.94,137.8,132.59,136.56,135.07,140.1,Pep125,ErbB4-pY1202-18mer,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,,
159.88,175.99,142.13,172.6,141.31,159.99,135.9,147.58,133.44,140.75,142.65,143.18,132.28,135.35,147.2,136.64,145.24,141.38,136.32,136.29,138.55,139.52,134.59,131.82,Pep125,ErbB4-pY1202-18mer,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,,
141.11,145.35,140.7,148.68,142.69,141.05,137.98,135.17,143.92,135.81,145.25,133.36,138.64,129.28,141.63,150.76,146.11,135.37,139.05,143.03,144.34,141.28,137.69,139.71,Pep125,ErbB4-pY1202-18mer,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,,
137.59,163,141.12,149.77,140.8,138.31,146.85,140.79,140.73,134.42,137.64,127.9,133.22,136.53,127.65,143.58,141.13,146.57,143.66,141.88,142.83,141.72,146.4,138.05,Pep125,ErbB4-pY1202-18mer,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,,
135.22,193.22,139.4,170.95,135.89,153.62,136.33,155.5,129.96,145.96,139.72,134.1,134.5,134.46,147.28,136.33,136.3,136.03,139.82,140.95,138.05,135.13,131.25,133.89,Pep125,ErbB4-pY1202-18mer,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,,
153.86,133.72,159.32,145.13,142.49,141.42,144.95,141.04,136.52,143.62,133.69,140.28,142.58,133.49,142.08,138.85,142.93,147.59,133.16,125.4,147.32,142.36,143.89,134.95,Pep125,ErbB4-pY1202-18mer,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,,
145.21,151.36,140.18,145.14,134.4,145.74,134.5,136.72,144.73,139.73,134.5,141.11,144.76,146.12,135.01,137.62,142.16,137.78,137.42,134.42,136.43,135.91,143.01,119.36,Pep125,ErbB4-pY1202-18mer,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,,
154.42,181.45,145.73,174.7,143.95,161.74,148.75,144.81,132.55,144.43,142.75,137.83,136.36,149.18,121.27,144.09,140.84,145.3,148.59,148.11,146.09,135.79,150.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.32,136.82,152.79,146.18,139.63,144.56,141.18,142.89,139.29,150.25,145.25,147.99,140.91,151.72,140.6,146.45,148.98,137.04,140.8,147.66,151.75,142.53,138.75,154.82,Pep126,ErbB4-pY1221-18mer,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,,
148.64,143.74,146.39,146.06,144.83,139.28,141.28,141.22,141.77,139.8,157.46,142.83,143.4,145,143.59,140.64,135.94,140.1,141.39,138.06,140.7,139.28,142.69,145.38,Pep126,ErbB4-pY1221-18mer,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,,
143.93,138.89,138.28,143.18,133.09,143.26,139.86,135.7,139.02,138.08,139.65,141.87,141.18,147.27,140.98,141.25,147.67,131.33,138.49,134.9,142.84,143.4,139.51,144.03,Pep126,ErbB4-pY1221-18mer,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,,
143.11,133.2,139.79,142.18,142.09,135.48,145.98,135.52,135.84,135.57,142.49,135.59,138.92,143.93,145.34,136.45,135.18,136.92,147.06,140.6,138.99,137.81,145.39,137.55,Pep126,ErbB4-pY1221-18mer,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,,
137.41,137.92,144.32,139.88,126.39,123.91,139.89,129.17,133.99,137.86,134.19,139.26,137.89,143.24,141.82,130.53,140.77,141.2,137.42,140.82,143.78,136.77,147.84,145.21,Pep126,ErbB4-pY1221-18mer,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,,
159.22,145.21,152.56,140.07,136.58,141.2,149.36,138.17,138.8,139.91,142.04,133.94,145.08,131.54,140.92,142.65,136.41,139.43,141.27,140.18,142.38,136.52,146.89,145.34,Pep126,ErbB4-pY1221-18mer,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,,
142.62,137.86,132.4,140.68,137.04,140.34,135.1,136.76,140.05,139.02,133.37,140.92,134.98,134.27,145.56,138.59,134.36,143.03,134.25,139.06,143.77,136.26,132.2,145.71,Pep126,ErbB4-pY1221-18mer,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,,
141.54,138.42,132.6,149.89,139.2,140.64,137.13,142.17,140.78,142.87,138.22,142.4,136.04,135.26,138.5,136.26,137.56,139.62,141.37,136.71,135.6,142.66,140.24,141.03,Pep126,ErbB4-pY1221-18mer,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,,
151,143.08,141,135.87,134.64,139.12,134.14,129.78,135.99,131.09,134.9,133.86,132.26,130.4,136.75,129.99,139.08,145.14,138.36,138.84,136.57,140.72,135.47,143.79,Pep126,ErbB4-pY1221-18mer,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,,
142.3,137.66,141.9,143.2,130.35,141.84,133.32,134.73,138.46,136.8,140.59,127.96,133.7,139.62,136.81,138.93,135.5,141.14,138.35,143.78,134.77,142.21,134.8,143.29,Pep126,ErbB4-pY1221-18mer,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,,
143.86,138.4,145.71,134.79,131.99,134.07,138.09,133.74,140.3,139.08,140.25,139.7,141.41,134.21,132.68,138.25,139.1,140.83,137.07,145.93,139.64,138.02,137.82,136.55,Pep126,ErbB4-pY1221-18mer,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,,
142.28,137.48,128.14,129.74,142.82,137.96,134.21,138.3,153.48,134.1,140.06,136.25,139.43,137.9,137.83,139.29,130.73,134.34,138.35,131.94,135.52,131.82,138.32,132,Pep126,ErbB4-pY1221-18mer,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,,
137.94,139.57,134.66,137.97,125.82,135.37,133.98,131.21,135.2,128.75,131.15,135.82,139.73,136.39,138.36,137.64,143.19,140.41,131.3,131.22,142.86,137.75,140.07,135.93,Pep126,ErbB4-pY1221-18mer,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,,
147.09,134.53,148.96,143.97,140.37,142.35,136.56,143.2,138,131.85,139.35,138.28,137.97,132.72,138.6,136.36,133.58,138.35,134.99,131.06,143.03,140.32,143.32,143.7,Pep126,ErbB4-pY1221-18mer,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,,
139.75,147.78,140.04,136.51,123.02,141.52,140.42,139.51,132,136.18,131.91,134.39,136.69,131.89,135.02,132.87,142.76,142.5,138.12,142.69,138.01,139.83,138.36,145.73,Pep126,ErbB4-pY1221-18mer,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,,
136.87,141.82,149.81,149.77,149.23,149.32,148.26,152.53,145.12,142.09,150.44,142.72,138.52,134.05,149.89,145.62,149.47,134.8,139.01,139.64,140.09,144.94,144.66,119.96,Pep126,ErbB4-pY1221-18mer,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,,
136.82,152.79,146.18,139.63,144.56,141.18,142.89,139.29,150.25,145.25,147.99,140.91,151.72,140.6,146.45,148.98,137.04,140.8,147.66,151.75,142.53,138.75,154.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.31,135.9,147.47,158.83,150.39,153.65,139.65,143.86,151.67,156.35,157.24,142.82,148.75,130.94,150.88,135.67,148.5,149.66,153.71,169.51,159.8,136.41,151.52,169.24,Pep127,ErbB4-pY1242-18mer,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,,
156.43,158.88,152.5,167.92,155.08,148.18,162.9,151.57,158.95,156.98,156.64,157.82,163.72,144.2,153.44,151.35,157.48,158.9,154.03,159.51,153.72,163.29,164.73,130.73,Pep127,ErbB4-pY1242-18mer,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,,
170.22,170.63,152.6,135.39,142.64,164.99,152.34,142.22,147.31,135.48,156.61,137.7,166.45,147.79,157.28,148.38,164.08,148.52,156.45,155.63,157.78,143.18,163.96,148.7,Pep127,ErbB4-pY1242-18mer,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,,
148.19,159.4,144.69,140.84,155.98,160.35,158.13,139.02,145.56,156.26,154.91,162.12,159.73,144.16,150.05,149.43,159.32,148.58,156.6,161.54,156.04,153.67,161.92,156.85,Pep127,ErbB4-pY1242-18mer,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,,
133.06,165.25,146.27,159.64,143.34,150.19,156.54,147.75,149.31,149.62,150.4,148.43,165.77,153.59,164.01,155.42,157.97,161.41,151.45,152.59,164.76,142.85,161.2,154.35,Pep127,ErbB4-pY1242-18mer,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,,
179.42,157.75,150.6,147.35,155.87,150.03,164.86,162.04,161.89,152.03,143.74,148.43,155.28,163.75,157.21,159.24,155.68,154.93,157.19,138.16,153.24,145.44,164,155.19,Pep127,ErbB4-pY1242-18mer,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,,
152.49,125.85,152.45,146.7,156.63,157.51,149.89,142.3,155.53,157.19,159.72,159.93,153.03,146.9,156.44,161.81,145.13,138.85,161.63,145.9,154.75,137.4,164.52,132.43,Pep127,ErbB4-pY1242-18mer,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,,
155.39,161.52,143.27,154.5,139.9,159.46,159.29,158.84,131.19,151.35,151.48,158.57,151.44,155.87,141.25,157.58,141,155.41,159.48,160.81,155.17,146.05,145.22,151.68,Pep127,ErbB4-pY1242-18mer,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,,
182.92,162.7,168.62,165.06,159.17,160.96,142.92,150.88,157.38,153.8,135.45,157.26,145.14,154.19,162.23,151.63,161.14,146.03,153.97,144.65,155.53,160.15,152.76,155.67,Pep127,ErbB4-pY1242-18mer,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,,
150.84,145.48,156.89,146.71,137.6,152.11,158.58,154.29,140.79,153.21,150.86,162.51,124.61,137.47,152.72,154.15,151.59,158.11,148.09,153.29,156.59,149.74,146.63,166.53,Pep127,ErbB4-pY1242-18mer,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,,
146.58,145.61,140.27,153.58,139.76,152.46,151.19,147.83,147.72,135.32,142.63,144.1,151.57,156.65,152.75,154.22,162.01,153.54,147.73,150.96,155.17,149.26,149.85,153.74,Pep127,ErbB4-pY1242-18mer,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,,
152.73,159.57,150.56,143.42,142.9,150.82,151.61,136.96,155.42,141.1,158.63,159.89,151.49,161.14,155.68,144.54,157.5,145.27,152.3,158.49,140.68,139.8,150.39,161.69,Pep127,ErbB4-pY1242-18mer,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,,
147.17,140.81,129.6,145.15,145.87,148.89,138.37,155.44,154.29,147.96,140.6,156.69,153.16,155.81,136.87,154.93,150.65,148.29,151.03,140.54,157.48,149.16,153.05,157.53,Pep127,ErbB4-pY1242-18mer,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,,
146.93,166.01,163.48,156.41,147.91,159.61,155.19,164.95,141.56,146.63,152.3,129.3,140.42,148.39,146,154.25,161.12,157.67,159.48,149.37,158.85,150.24,156.48,164.18,Pep127,ErbB4-pY1242-18mer,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,,
